,Crime type,Latitude,Longitude,Location,Month
204715,Bicycle theft,51.741456,-1.236327,On or near Theatre/Concert Hall,2016-11
204716,Bicycle theft,51.742601,-1.234048,On or near Catherine Street,2016-11
204717,Bicycle theft,51.741456,-1.236327,On or near Theatre/Concert Hall,2016-11
204718,Bicycle theft,51.745855,-1.233862,On or near Randolph Street,2016-11
204719,Bicycle theft,51.742601,-1.234048,On or near Catherine Street,2016-11
204739,Bicycle theft,51.747132,-1.236709,On or near Crown Street,2016-11
204740,Bicycle theft,51.747569,-1.236224,On or near Cowley Road,2016-11
204741,Bicycle theft,51.746506,-1.238617,On or near James Street,2016-11
204742,Bicycle theft,51.749932,-1.244281,On or near Cowley Place,2016-11
204743,Bicycle theft,51.747831,-1.240594,On or near Stockmore Street,2016-11
204744,Bicycle theft,51.747805,-1.237958,On or near Moberly Close,2016-11
204776,Bicycle theft,51.738341999999996,-1.255423,On or near School Place,2016-11
204782,Bicycle theft,51.73212,-1.249806,On or near Bertie Place,2016-11
204783,Bicycle theft,51.73683,-1.253768,On or near Sunningwell Road,2016-11
204784,Bicycle theft,51.73212,-1.249806,On or near Bertie Place,2016-11
204785,Bicycle theft,51.732347999999995,-1.247543,On or near Leander Way,2016-11
204795,Bicycle theft,51.745309999999996,-1.261175,On or near Long Ford Close,2016-11
204796,Bicycle theft,51.747963,-1.259871,On or near Thames Street,2016-11
204811,Bicycle theft,51.743798,-1.258042,On or near Hodges Court,2016-11
204812,Bicycle theft,51.745365,-1.256973,On or near Brook Street,2016-11
204813,Bicycle theft,51.743798,-1.258042,On or near Hodges Court,2016-11
204814,Bicycle theft,51.745365,-1.256973,On or near Brook Street,2016-11
204826,Bicycle theft,51.738031,-1.20923,On or near Beresford Place,2016-11
204827,Bicycle theft,51.737159000000005,-1.2079280000000001,On or near Hollow Way,2016-11
204828,Bicycle theft,51.739689,-1.213778,On or near Badgers Walk,2016-11
204829,Bicycle theft,51.738031,-1.20923,On or near Beresford Place,2016-11
204830,Bicycle theft,51.738031,-1.20923,On or near Beresford Place,2016-11
204842,Bicycle theft,51.747088,-1.223152,On or near Southfield Park,2016-11
204843,Bicycle theft,51.743848,-1.219963,On or near Sports/Recreation Area,2016-11
204844,Bicycle theft,51.743848,-1.219963,On or near Sports/Recreation Area,2016-11
204859,Bicycle theft,51.738322,-1.223244,On or near Bhandari Close,2016-11
204879,Bicycle theft,51.741321,-1.202467,On or near James Wolfe Road,2016-11
204886,Bicycle theft,51.740809999999996,-1.2027370000000002,On or near Lambton Close,2016-11
204887,Bicycle theft,51.735887,-1.199319,On or near Normandy Crescent,2016-11
204901,Bicycle theft,51.742936,-1.203265,On or near Dene Road,2016-11
204908,Bicycle theft,51.740065,-1.239536,On or near Bedford Street,2016-11
204909,Bicycle theft,51.742048,-1.240227,On or near Further/Higher Educational Building,2016-11
204922,Bicycle theft,51.73584,-1.2410700000000001,On or near Weirs Lane,2016-11
204936,Bicycle theft,51.743196999999995,-1.229012,On or near Ridgefield Road,2016-11
204937,Bicycle theft,51.743196999999995,-1.229012,On or near Ridgefield Road,2016-11
204938,Bicycle theft,51.743196999999995,-1.229012,On or near Ridgefield Road,2016-11
204939,Bicycle theft,51.741341999999996,-1.234011,On or near Percy Street,2016-11
204940,Bicycle theft,51.742529,-1.227242,On or near Howard Street,2016-11
204960,Bicycle theft,51.734802,-1.218482,On or near Clive Road,2016-11
204961,Bicycle theft,51.733222999999995,-1.2177129999999998,On or near Parking Area,2016-11
204962,Bicycle theft,51.734356,-1.220416,On or near Trevor Place,2016-11
205004,Bicycle theft,51.731953000000004,-1.215997,On or near Templars Square Shopping Centre,2016-11
205005,Bicycle theft,51.731953000000004,-1.215997,On or near Templars Square Shopping Centre,2016-11
205006,Bicycle theft,51.730534999999996,-1.205625,On or near John Smith Drive,2016-11
205007,Bicycle theft,51.732294,-1.21715,On or near Banjo Road,2016-11
205061,Bicycle theft,51.728687,-1.238931,On or near Mill Lane,2016-11
205062,Bicycle theft,51.733561,-1.2335200000000002,On or near Augustine Way,2016-11
205063,Bicycle theft,51.734778000000006,-1.2367290000000002,On or near Sports/Recreation Area,2016-11
205064,Bicycle theft,51.734951,-1.2315989999999999,On or near Cornwallis Road,2016-11
205076,Bicycle theft,51.727809,-1.224235,On or near Orchard Court,2016-11
205126,Bicycle theft,51.723879,-1.221349,On or near Elm Tree Close,2016-11
205127,Bicycle theft,51.72155,-1.232246,On or near Supermarket,2016-11
205128,Bicycle theft,51.72155,-1.232246,On or near Supermarket,2016-11
205155,Bicycle theft,51.726431,-1.218424,On or near Addison Drive,2016-11
205176,Bicycle theft,51.724092999999996,-1.232117,On or near Nowell Road,2016-11
205200,Bicycle theft,51.724097,-1.19766,On or near Poulton Place,2016-11
205212,Bicycle theft,51.727659,-1.203215,On or near Ambassador Avenue,2016-11
205213,Bicycle theft,51.728752,-1.1998799999999998,On or near Bobby Fryer Close,2016-11
205262,Bicycle theft,51.719837,-1.2098950000000002,On or near Falcon Close,2016-11
205263,Bicycle theft,51.719837,-1.2098950000000002,On or near Falcon Close,2016-11
205292,Bicycle theft,51.720471,-1.1999819999999999,On or near Further/Higher Educational Building,2016-11
205293,Bicycle theft,51.719749,-1.1981709999999999,On or near Sports/Recreation Area,2016-11
205294,Bicycle theft,51.719749,-1.1981709999999999,On or near Sports/Recreation Area,2016-11
205339,Bicycle theft,51.486748,-0.956515,On or near Sports/Recreation Area,2016-11
205340,Bicycle theft,51.484812,-0.958216,On or near Fraser Avenue,2016-11
205341,Bicycle theft,51.486748,-0.956515,On or near Sports/Recreation Area,2016-11
205367,Bicycle theft,51.475305,-0.979368,On or near Oakley Road,2016-11
205385,Bicycle theft,51.470743,-0.984135,On or near Symeon Place,2016-11
205401,Bicycle theft,51.469015,-0.972598,On or near Oxford Street,2016-11
205402,Bicycle theft,51.467242999999996,-0.9736450000000001,On or near Supermarket,2016-11
205403,Bicycle theft,51.46813,-0.973208,On or near Parking Area,2016-11
205404,Bicycle theft,51.469015,-0.972598,On or near Oxford Street,2016-11
205492,Bicycle theft,51.458667999999996,-1.039775,On or near School Road,2016-11
205509,Bicycle theft,51.459994,-1.04585,On or near Ashton Close,2016-11
205524,Bicycle theft,51.464667999999996,-1.0097639999999999,On or near Sports/Recreation Area,2016-11
205525,Bicycle theft,51.462582,-1.0130190000000001,On or near Petrol Station,2016-11
205526,Bicycle theft,51.464667999999996,-1.0097639999999999,On or near Sports/Recreation Area,2016-11
205539,Bicycle theft,51.456352,-1.0196020000000001,On or near Carron Close,2016-11
205540,Bicycle theft,51.455439,-1.019074,On or near Tay Road,2016-11
205558,Bicycle theft,51.464324,-0.9832549999999999,On or near Richfield Avenue,2016-11
205598,Bicycle theft,51.459012,-1.000286,On or near Chester Street,2016-11
205697,Bicycle theft,51.449021,-1.0171540000000001,On or near Supermarket,2016-11
205698,Bicycle theft,51.448959,-1.0204790000000001,On or near Stoneham Close,2016-11
205809,Bicycle theft,51.44876,-0.934759,On or near Pitcroft Avenue,2016-11
205820,Bicycle theft,51.453839,-0.9506020000000001,On or near Norwood Road,2016-11
205825,Bicycle theft,51.456488,-0.9450860000000001,On or near Liverpool Road,2016-11
205831,Bicycle theft,51.454171,-0.9424629999999999,On or near Haywood Court,2016-11
205832,Bicycle theft,51.450241999999996,-0.9365379999999999,On or near Palmer Park Avenue,2016-11
205864,Bicycle theft,51.454143,-0.9554450000000001,On or near Further/Higher Educational Building,2016-11
205865,Bicycle theft,51.454143,-0.9554450000000001,On or near Further/Higher Educational Building,2016-11
205866,Bicycle theft,51.454143,-0.9554450000000001,On or near Further/Higher Educational Building,2016-11
205867,Bicycle theft,51.454143,-0.9554450000000001,On or near Further/Higher Educational Building,2016-11
205894,Bicycle theft,51.45236,-0.9662940000000001,On or near Theatre/Concert Hall,2016-11
205895,Bicycle theft,51.450203,-0.9684010000000001,On or near Crown Street,2016-11
205896,Bicycle theft,51.449584,-0.966501,On or near Silver Street,2016-11
205985,Bicycle theft,51.457,-0.968291,On or near The Forbury,2016-11
205986,Bicycle theft,51.460511,-0.9708889999999999,On or near Vastern Road,2016-11
205987,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2016-11
205988,Bicycle theft,51.455016,-0.969717,On or near King Street,2016-11
205989,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2016-11
205990,Bicycle theft,51.454968,-0.9744959999999999,On or near Nightclub,2016-11
205991,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2016-11
205992,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2016-11
205993,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2016-11
205994,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2016-11
205995,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2016-11
205996,Bicycle theft,51.457114000000004,-0.975211,On or near Supermarket,2016-11
205997,Bicycle theft,51.455307,-0.9721,On or near Shopping Area,2016-11
205998,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2016-11
205999,Bicycle theft,51.455016,-0.969717,On or near King Street,2016-11
206000,Bicycle theft,51.459035,-0.971699,On or near Bus/Coach Station,2016-11
206001,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2016-11
206176,Bicycle theft,51.452487,-0.9704790000000001,On or near Mill Lane,2016-11
206177,Bicycle theft,51.452487,-0.9704790000000001,On or near Mill Lane,2016-11
206178,Bicycle theft,51.454595,-0.9688629999999999,On or near Duke Street,2016-11
206225,Bicycle theft,51.455696,-0.980626,On or near Eaton Place,2016-11
206289,Bicycle theft,51.447643,-0.940469,On or near Further/Higher Educational Building,2016-11
206292,Bicycle theft,51.444359000000006,-0.937293,On or near Whiteknights Road,2016-11
206293,Bicycle theft,51.440978,-0.932365,On or near Whiteknights Road,2016-11
206308,Bicycle theft,51.45295,-0.9536879999999999,On or near Muirfield Close,2016-11
206327,Bicycle theft,51.448246999999995,-0.949694,On or near Hatherley Road,2016-11
206370,Bicycle theft,51.450829999999996,-0.989786,On or near Brunswick Street,2016-11
206378,Bicycle theft,51.448449,-0.9910620000000001,On or near Benyon Court,2016-11
206391,Bicycle theft,51.448312,-0.9732780000000001,On or near Berkeley Avenue,2016-11
206434,Bicycle theft,51.444045,-0.9563370000000001,On or near Southern Hill,2016-11
206450,Bicycle theft,51.451955,-0.9560709999999999,On or near London Road,2016-11
206451,Bicycle theft,51.449939,-0.962924,On or near Crown Place,2016-11
206538,Bicycle theft,51.442645,-0.948643,On or near Sports/Recreation Area,2016-11
206539,Bicycle theft,51.442232000000004,-0.948724,On or near Sports/Recreation Area,2016-11
206540,Bicycle theft,51.442645,-0.948643,On or near Sports/Recreation Area,2016-11
206541,Bicycle theft,51.439479999999996,-0.955722,On or near Sherfield Drive,2016-11
206585,Bicycle theft,51.43254,-0.960944,On or near Seaton Gardens,2016-11
206650,Bicycle theft,51.429091,-0.9747020000000001,On or near Rushley Way,2016-11
206651,Bicycle theft,51.435095000000004,-0.971259,On or near Petrol Station,2016-11
206652,Bicycle theft,51.422531,-0.9813639999999999,On or near Shooters Way,2016-11
206825,Bicycle theft,51.527997,-0.616847,On or near Petrol Station,2016-11
206930,Bicycle theft,51.523196999999996,-0.642347,On or near Petrol Station,2016-11
206931,Bicycle theft,51.521842,-0.645774,On or near Balmoral Close,2016-11
206932,Bicycle theft,51.523196999999996,-0.642347,On or near Petrol Station,2016-11
206933,Bicycle theft,51.526947,-0.64398,On or near Littlebrook Avenue,2016-11
207019,Bicycle theft,51.520429,-0.599707,On or near Regent Court,2016-11
207098,Bicycle theft,51.53025,-0.574465,On or near Opecks Close,2016-11
207142,Bicycle theft,51.518526,-0.632771,On or near Westgate Crescent,2016-11
207376,Bicycle theft,51.510166999999996,-0.640818,On or near Gowings Green,2016-11
207480,Bicycle theft,51.513124,-0.615323,On or near Bath Road,2016-11
207525,Bicycle theft,51.509821,-0.595421,On or near William Street,2016-11
207526,Bicycle theft,51.509821,-0.595421,On or near William Street,2016-11
207568,Bicycle theft,51.505639,-0.545176,On or near Further/Higher Educational Building,2016-11
207624,Bicycle theft,51.508533,-0.595245,On or near Parking Area,2016-11
207625,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2016-11
207734,Bicycle theft,51.505186,-0.574167,On or near Langley Road,2016-11
207753,Bicycle theft,51.502634,-0.5618270000000001,On or near Mortimer Road,2016-11
207911,Bicycle theft,51.478929,-0.509089,On or near Parking Area,2016-11
208022,Bicycle theft,51.587835999999996,-0.554678,On or near Parking Area,2016-11
208209,Bicycle theft,51.516286,-0.662311,On or near Lake End Road,2016-11
208248,Bicycle theft,51.535073,-0.662511,On or near Minniecroft Road,2016-11
208315,Bicycle theft,51.518822,-0.504414,On or near Holmsdale Close,2016-11
208381,Bicycle theft,51.764958,-1.155869,On or near Main Street,2016-11
208565,Bicycle theft,51.612970000000004,-1.224128,On or near Short Furlong,2016-11
208641,Bicycle theft,51.597553999999995,-1.134735,On or near Tudor Close,2016-11
208649,Bicycle theft,51.604490000000006,-1.1351229999999999,On or near Nelson Close,2016-11
208715,Bicycle theft,51.602990999999996,-1.2325,On or near Nuffield Close,2016-11
208767,Bicycle theft,51.533627,-0.915335,On or near Tilebarn Close,2016-11
208779,Bicycle theft,51.537377,-0.9056860000000001,On or near Market Place,2016-11
208780,Bicycle theft,51.537234000000005,-0.9057620000000001,On or near Shopping Area,2016-11
208903,Bicycle theft,51.740186,-1.290542,On or near Harcourt Hill,2016-11
208908,Bicycle theft,51.751227,-1.298032,On or near Supermarket,2016-11
208951,Bicycle theft,51.703281,-1.3124200000000001,On or near Huxley Close,2016-11
208978,Bicycle theft,51.682216,-1.273802,On or near Oxford Road,2016-11
208979,Bicycle theft,51.682216,-1.273802,On or near Oxford Road,2016-11
209030,Bicycle theft,51.670483000000004,-1.285731,On or near Nightclub,2016-11
209038,Bicycle theft,51.670004,-1.279391,On or near Checker Walk,2016-11
209057,Bicycle theft,51.672416999999996,-1.284414,On or near Yewtree Mews,2016-11
209058,Bicycle theft,51.671288,-1.2821040000000001,On or near Queen Street,2016-11
209059,Bicycle theft,51.668976,-1.283253,On or near West Saint Helen Street,2016-11
209060,Bicycle theft,51.670074,-1.281978,On or near High Street,2016-11
209061,Bicycle theft,51.670074,-1.281978,On or near High Street,2016-11
209062,Bicycle theft,51.673263,-1.280033,On or near Vineyard,2016-11
209141,Bicycle theft,51.652179,-1.578159,On or near Robins Court,2016-11
209213,Bicycle theft,51.592803,-1.413306,On or near The Chestnuts,2016-11
209453,Bicycle theft,51.48144,-1.0842559999999999,On or near Short Street,2016-11
209620,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2016-11
209621,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2016-11
209622,Bicycle theft,51.394641,-1.2471299999999998,On or near Artillery Drive,2016-11
209641,Bicycle theft,51.405957,-1.32616,On or near Oxford Street,2016-11
209721,Bicycle theft,51.406104,-1.284149,On or near A4,2016-11
209785,Bicycle theft,51.402923,-1.2571139999999998,On or near Supermarket,2016-11
209803,Bicycle theft,51.406991999999995,-1.250679,On or near Marsh Road,2016-11
209843,Bicycle theft,51.380884,-1.31772,On or near Priory Place,2016-11
209844,Bicycle theft,51.375067,-1.284633,On or near Warehouse Road,2016-11
209859,Bicycle theft,51.405604,-1.322643,On or near Parking Area,2016-11
209895,Bicycle theft,51.398449,-1.31996,On or near Supermarket,2016-11
209896,Bicycle theft,51.397913,-1.3206149999999999,On or near Greenham Road,2016-11
209897,Bicycle theft,51.397077,-1.3236459999999999,On or near Station Road,2016-11
209976,Bicycle theft,51.396378000000006,-1.3132489999999999,On or near Christopher Court,2016-11
209977,Bicycle theft,51.396649,-1.316508,On or near Queen'S Road,2016-11
209994,Bicycle theft,51.385815,-1.31825,On or near Shopping Area,2016-11
210213,Bicycle theft,51.784937,-1.471937,On or near Wadard'S Meadow,2016-11
210260,Bicycle theft,51.786891,-1.486933,On or near Parking Area,2016-11
210287,Bicycle theft,51.782075,-1.487698,On or near Old Rectory Mews,2016-11
210288,Bicycle theft,51.782075,-1.487698,On or near Old Rectory Mews,2016-11
210456,Bicycle theft,51.558979,-0.723537,On or near Pearce Drive,2016-11
210477,Bicycle theft,51.532185,-0.731178,On or near Harrow Lane,2016-11
210504,Bicycle theft,51.526745,-0.710643,On or near Simpson Close,2016-11
210541,Bicycle theft,51.525354,-0.723194,On or near Russell Court,2016-11
210542,Bicycle theft,51.53204,-0.726121,On or near Ellington Park,2016-11
210548,Bicycle theft,51.518934,-0.721601,On or near King Street,2016-11
210595,Bicycle theft,51.516597,-0.718337,On or near Greenfields,2016-11
210665,Bicycle theft,51.515834999999996,-0.740149,On or near Welbeck Road,2016-11
210767,Bicycle theft,51.479855,-0.607085,On or near Barrack Lane,2016-11
210844,Bicycle theft,51.485303,-0.607726,On or near Thames Street,2016-11
210845,Bicycle theft,51.483968,-0.6081409999999999,On or near Thames Street,2016-11
210879,Bicycle theft,51.496674,-0.630328,On or near Sheepcote Road,2016-11
210956,Bicycle theft,51.481002000000004,-0.61127,On or near Peascod Street,2016-11
210991,Bicycle theft,51.483238,-0.614053,On or near Parking Area,2016-11
210992,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2016-11
211054,Bicycle theft,51.477601,-0.631749,On or near Dawson Close,2016-11
211126,Bicycle theft,51.476677,-0.6151300000000001,On or near Queens Road,2016-11
211284,Bicycle theft,51.45685,-0.902244,On or near Haddon Drive,2016-11
211316,Bicycle theft,51.452057,-0.921586,On or near Sports/Recreation Area,2016-11
211317,Bicycle theft,51.452057,-0.921586,On or near Sports/Recreation Area,2016-11
211325,Bicycle theft,51.452407,-0.906064,On or near Supermarket,2016-11
211340,Bicycle theft,51.451334,-0.9056860000000001,On or near Parking Area,2016-11
211362,Bicycle theft,51.458778,-0.924019,On or near Shepherds Avenue,2016-11
211377,Bicycle theft,51.436471000000004,-0.923277,On or near Sevenoaks Road,2016-11
211384,Bicycle theft,51.439772,-0.91166,On or near Henley Wood Road,2016-11
211401,Bicycle theft,51.439574,-0.8962700000000001,On or near Parking Area,2016-11
211424,Bicycle theft,51.424735999999996,-0.933017,On or near Supermarket,2016-11
211425,Bicycle theft,51.424735999999996,-0.933017,On or near Supermarket,2016-11
211446,Bicycle theft,51.436352,-0.8921899999999999,On or near Belvedere Walk,2016-11
211447,Bicycle theft,51.437846,-0.8846719999999999,On or near Borrowdale Road,2016-11
211448,Bicycle theft,51.437846,-0.8846719999999999,On or near Borrowdale Road,2016-11
211449,Bicycle theft,51.437846,-0.8846719999999999,On or near Borrowdale Road,2016-11
211450,Bicycle theft,51.437846,-0.8846719999999999,On or near Borrowdale Road,2016-11
211459,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-11
211460,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-11
211461,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-11
211462,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-11
211463,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-11
211464,Bicycle theft,51.430765,-0.87666,On or near Church Close,2016-11
211513,Bicycle theft,51.435066,-0.941796,On or near Pepper Lane,2016-11
211516,Bicycle theft,51.42179,-0.9363790000000001,On or near Fakenham Close,2016-11
211549,Bicycle theft,51.412024,-0.8414010000000001,On or near Alderman Willey Close,2016-11
211553,Bicycle theft,51.411469,-0.835347,On or near Further/Higher Educational Building,2016-11
211583,Bicycle theft,51.408738,-0.8356180000000001,On or near Denmark Street,2016-11
211584,Bicycle theft,51.410278999999996,-0.8340690000000001,On or near Market Square,2016-11
211585,Bicycle theft,51.409999,-0.835802,On or near Waterford Way,2016-11
211652,Bicycle theft,51.407228,-0.8283809999999999,On or near Murdoch Road,2016-11
212042,Bicycle theft,51.637271999999996,-0.7743439999999999,On or near Parking Area,2016-11
212177,Bicycle theft,51.628170000000004,-0.7519359999999999,On or near Pedestrian Subway,2016-11
212178,Bicycle theft,51.630884,-0.753436,On or near Oxford Street,2016-11
212179,Bicycle theft,51.630224,-0.754827,On or near Denmark Street,2016-11
212259,Bicycle theft,51.629138,-0.746549,On or near Parking Area,2016-11
212260,Bicycle theft,51.629438,-0.751049,On or near Church Square,2016-11
212316,Bicycle theft,51.617058,-0.755447,On or near Sports/Recreation Area,2016-11
212523,Bicycle theft,51.572958,-0.774732,On or near Parking Area,2016-11
213987,Bicycle theft,51.827553,-0.808556,On or near Gilmore Road,2016-12
214059,Bicycle theft,51.818078,-0.824866,On or near Gatehouse Close,2016-12
214074,Bicycle theft,51.8205,-0.818013,On or near Mount Pleasant,2016-12
214075,Bicycle theft,51.81946,-0.8236690000000001,On or near Gatehouse Road,2016-12
214114,Bicycle theft,51.816103999999996,-0.792392,On or near Shaw Close,2016-12
214115,Bicycle theft,51.816103999999996,-0.792392,On or near Shaw Close,2016-12
214229,Bicycle theft,51.814988,-0.8117310000000001,On or near Walton Street,2016-12
214268,Bicycle theft,51.816809,-0.811349,On or near Shopping Area,2016-12
214269,Bicycle theft,51.819964,-0.8156909999999999,On or near A4156,2016-12
214270,Bicycle theft,51.817793,-0.8126,On or near Supermarket,2016-12
214357,Bicycle theft,51.818151,-0.843144,On or near Swallow Lane,2016-12
214387,Bicycle theft,51.808942,-0.788507,On or near Northumberland Avenue,2016-12
214532,Bicycle theft,51.803979,-0.8248409999999999,On or near Humber Drive,2016-12
214533,Bicycle theft,51.804417,-0.826411,On or near Ellen Place,2016-12
214620,Bicycle theft,51.762343,-0.744313,On or near Supermarket,2016-12
214713,Bicycle theft,51.418689,-0.763286,On or near Windlebrook Green,2016-12
214714,Bicycle theft,51.413746,-0.760084,On or near Pedestrian Subway,2016-12
214761,Bicycle theft,51.406849,-0.725692,On or near High Beech,2016-12
214767,Bicycle theft,51.41043,-0.740043,On or near Broad Lane,2016-12
214855,Bicycle theft,51.413153,-0.752536,On or near Parking Area,2016-12
214856,Bicycle theft,51.417294,-0.752984,On or near Hospital,2016-12
214857,Bicycle theft,51.41167,-0.7585149999999999,On or near Frog Lane,2016-12
214926,Bicycle theft,51.407136,-0.774568,On or near Lovelace Road,2016-12
215181,Bicycle theft,52.067699,-1.344419,On or near Vineyard Close,2016-12
215237,Bicycle theft,52.061101,-1.333532,On or near Parking Area,2016-12
215349,Bicycle theft,52.067541999999996,-1.329279,On or near Broome Way,2016-12
215350,Bicycle theft,52.067876,-1.329653,On or near Cockington Green,2016-12
215410,Bicycle theft,52.061734,-1.327688,On or near Waterperry Court,2016-12
215701,Bicycle theft,51.909906,-1.141162,On or near Hendon Place,2016-12
215702,Bicycle theft,51.909906,-1.141162,On or near Hendon Place,2016-12
215734,Bicycle theft,51.901095,-1.156126,On or near Crockwell Close,2016-12
215784,Bicycle theft,51.893432000000004,-1.1582459999999999,On or near Petrol Station,2016-12
215785,Bicycle theft,51.899668,-1.1528100000000001,On or near Sheep Street,2016-12
215786,Bicycle theft,51.899668,-1.1528100000000001,On or near Sheep Street,2016-12
215787,Bicycle theft,51.892804,-1.157298,On or near Parking Area,2016-12
215923,Bicycle theft,51.823546,-1.2895530000000002,On or near Supermarket,2016-12
215946,Bicycle theft,51.819552,-1.283305,On or near White Way,2016-12
216082,Bicycle theft,51.70755,-0.611739,On or near Supermarket,2016-12
216113,Bicycle theft,51.699701,-0.704706,On or near Misbourne Drive,2016-12
216377,Bicycle theft,52.083977000000004,-0.711475,On or near Highfield Close,2016-12
216387,Bicycle theft,52.082846,-0.717374,On or near Blythe Close,2016-12
216388,Bicycle theft,52.082767,-0.7183689999999999,On or near Avon Close,2016-12
216593,Bicycle theft,52.060243,-0.774938,On or near Pedestrian Subway,2016-12
216638,Bicycle theft,52.063955,-0.80992,On or near Supermarket,2016-12
216699,Bicycle theft,52.051226,-0.811862,On or near Rossal Place,2016-12
216769,Bicycle theft,52.042009,-0.7792279999999999,On or near Shopping Area,2016-12
216839,Bicycle theft,52.044508,-0.753394,On or near Central Milton Keynes Shopping Centre,2016-12
216840,Bicycle theft,52.036644,-0.760538,On or near South Fifth Street,2016-12
216841,Bicycle theft,52.040934,-0.758947,On or near Pedestrian Subway,2016-12
216842,Bicycle theft,52.042133,-0.7618729999999999,On or near Pedestrian Subway,2016-12
216843,Bicycle theft,52.047919,-0.752016,On or near North Fourteenth Street,2016-12
217000,Bicycle theft,52.037997999999995,-0.7644810000000001,On or near Pedestrian Subway,2016-12
217001,Bicycle theft,52.039211,-0.7610060000000001,On or near Nightclub,2016-12
217002,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2016-12
217003,Bicycle theft,52.036194,-0.76141,On or near Supermarket,2016-12
217004,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2016-12
217078,Bicycle theft,52.042242,-0.801078,On or near Bercham,2016-12
217107,Bicycle theft,52.03837,-0.735151,On or near Graveney Place,2016-12
217238,Bicycle theft,52.047568,-0.698829,On or near Supermarket,2016-12
217402,Bicycle theft,52.021068,-0.770529,On or near Theme/Adventure Park,2016-12
217579,Bicycle theft,52.00493,-0.73168,On or near Pedestrian Subway,2016-12
217580,Bicycle theft,52.00493,-0.73168,On or near Pedestrian Subway,2016-12
217581,Bicycle theft,52.009171,-0.7305689999999999,On or near Pedestrian Subway,2016-12
217582,Bicycle theft,52.009303,-0.739438,On or near Peverel Drive,2016-12
217645,Bicycle theft,52.018952,-0.6542640000000001,On or near Turnpike Court,2016-12
217677,Bicycle theft,52.008701,-0.784898,On or near Hartdames,2016-12
217909,Bicycle theft,51.98995,-0.732409,On or near Bettina Grove,2016-12
217964,Bicycle theft,51.976931,-0.720808,On or near Arrow Place,2016-12
217965,Bicycle theft,51.976931,-0.720808,On or near Arrow Place,2016-12
217981,Bicycle theft,51.986167,-0.7251029999999999,On or near Harkness Close,2016-12
217993,Bicycle theft,51.793908,-1.282986,On or near Petrol Station,2016-12
218020,Bicycle theft,51.784299,-1.274615,On or near Woodstock Close,2016-12
218038,Bicycle theft,51.777182,-1.2665389999999999,On or near Stratfield Road,2016-12
218064,Bicycle theft,51.767588,-1.269347,On or near Aristotle Lane,2016-12
218065,Bicycle theft,51.762463000000004,-1.2694,On or near Longworth Road,2016-12
218066,Bicycle theft,51.762463000000004,-1.2694,On or near Longworth Road,2016-12
218072,Bicycle theft,51.775273999999996,-1.262034,On or near Ferry Pool Road,2016-12
218073,Bicycle theft,51.775259000000005,-1.2581200000000001,On or near Pedestrian Subway,2016-12
218089,Bicycle theft,51.767041,-1.265298,On or near St Margaret'S Road,2016-12
218090,Bicycle theft,51.77256,-1.265136,On or near Lathbury Road,2016-12
218091,Bicycle theft,51.770113,-1.266349,On or near Woodstock Road,2016-12
218092,Bicycle theft,51.771334,-1.2731700000000001,On or near Stone Meadow,2016-12
218095,Bicycle theft,51.771330999999996,-1.2626629999999999,On or near Banbury Road,2016-12
218096,Bicycle theft,51.768749,-1.263835,On or near Rawlinson Road,2016-12
218128,Bicycle theft,51.75815,-1.234582,On or near John Garne Way,2016-12
218191,Bicycle theft,51.757844,-1.218143,On or near London Road,2016-12
218192,Bicycle theft,51.759612,-1.212259,On or near Supermarket,2016-12
218219,Bicycle theft,51.767751000000004,-1.231507,On or near Cherwell Drive,2016-12
218250,Bicycle theft,51.761236,-1.1983489999999999,On or near Pitts Road,2016-12
218294,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2016-12
218295,Bicycle theft,51.752021,-1.254648,On or near King Edward Street,2016-12
218296,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2016-12
218297,Bicycle theft,51.758967,-1.253939,On or near Further/Higher Educational Building,2016-12
218298,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2016-12
218299,Bicycle theft,51.755294,-1.253217,On or near Theatre/Concert Hall,2016-12
